date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,-5.438417194831537,42.876859483193236,-48.31527667802477,2.173911497703624
2018-02-07,33.51557586072402,41.03380229989962,-7.518226439175599,2.2632376224181368
2018-03-03,32.086759807121595,42.50710762049446,-10.420347813372864,2.167892377905221
2018-03-15,54.7164976611255,39.381809919174806,15.334687741950695,2.249758808228673
2018-04-08,-4.310114514710001,40.569156776775465,-44.879271291485466,2.060007246082896
2018-04-20,9.36854216931777,41.113348242695324,-31.744806073377553,2.028856180927042
2018-06-07,42.7340037307327,51.66653125297852,-8.93252752224582,2.171712088640226
2018-07-01,117.40479535670926,53.74834153527027,63.65645382143899,2.1495200583047853
2018-07-13,86.99212140651395,54.180381354038715,32.81174005247523,2.176736226321098
2018-08-06,43.08567113490751,53.84457360463273,-10.758902469725221,2.0999881013948145
2018-11-22,79.32243413539578,57.651767673013254,21.670666462382528,2.1555628275661722
2019-02-14,90.40913648219754,61.313326273037674,29.095810209159865,2.3361853636652574
