date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,-5.706511612669061,28.214513999550295,-33.92102561221935,2.016831625994078
2018-02-07,23.484929393461584,26.34328087773636,-2.858351484274774,2.116615964805383
2018-03-03,30.79647222233935,27.07370670771351,3.7227655146258414,2.034143509395736
2018-03-15,70.65779367161915,26.320396186271974,44.33739748534717,2.0860431578927643
2018-04-08,34.142425315974066,27.33547956206786,6.806945753906206,1.9557666465040087
2018-04-20,11.346244802804033,29.35248694771142,-18.006242144907386,1.9774745964915572
2018-06-07,20.308240245512366,39.790521761440736,-19.48228151592837,2.0543023707335797
2018-07-01,75.86104074193165,41.175971558174844,34.6850691837568,2.1070107257408273
2018-07-13,68.68686675104621,40.577193017609375,28.109673733436836,2.0513877074329825
2018-08-06,2.944374075264971,46.820289118590324,-43.87591504332535,2.0313517837353765
2018-11-22,27.82545883529508,46.92800211242822,-19.102543277133137,2.075574698594777
2019-02-14,73.96767933242643,54.38317192571087,19.58450740671556,2.236978450438951
