date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,1.796956082061044,36.47121809387655,-34.67426201181551,2.203660631397625
2018-02-07,36.84729525103348,36.839977398410575,0.007317852622904297,2.278452080523996
2018-03-03,31.583233230519735,37.689023838947485,-6.10579060842775,2.1943378985091364
2018-03-15,66.61756358531625,34.68953545970815,31.9280281256081,2.2744303886844923
2018-04-08,13.105414198380487,32.46461646628248,-19.359202267901992,2.2158988653620058
2018-04-20,4.991553114396112,35.634381376338936,-30.642828261942824,2.073366097192752
2018-06-07,36.33312902835519,44.66336063260119,-8.330231604246002,2.228536050754381
2018-07-01,104.36992700219994,51.33770644890346,53.03222055329648,2.223246802029447
2018-07-13,88.67032847789437,51.62480568402253,37.04552279387184,2.233721794018678
2018-08-06,50.56743676782493,53.133866828317096,-2.5664300604921664,2.253419568690347
2018-11-22,45.90910860552567,55.40769261012833,-9.498584004602662,2.28519287525482
2019-02-14,56.963624444148714,67.7993849501192,-10.835760505970491,2.4408361137098504
