date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,61.11824462027695,84.9222563033229,-23.80401168304595,3.001147241808386
2018-02-07,115.5128606413273,84.13338315300514,31.379477488322152,3.0978789004106027
2018-03-03,81.66378023768146,89.85161553663455,-8.18783529895309,2.9199544999327136
2018-03-15,105.55046084070881,89.35855812734133,16.191902713367483,3.0308220683753833
2018-04-08,74.05430690326305,83.58358933174972,-9.529282428486667,2.8306453903687165
2018-04-20,75.2368630556068,90.05989517604661,-14.823032120439805,2.6738368647807316
2018-06-07,96.22881759416407,98.93913994461234,-2.7103223504482656,2.7971803567953093
2018-07-01,115.00672448884791,102.08975684598263,12.916967642865274,2.8911084377668796
2018-07-13,113.39596856843775,99.52215346957098,13.873815098866771,2.79886324820791
2018-08-06,98.75635255586451,103.1514372618876,-4.395084706023084,2.8706914286668614
2018-11-22,93.02854642730301,107.6628931459549,-14.634346718651884,3.016655702424134
2019-02-14,111.60806764375513,107.88631528112785,3.721752362627285,3.2198502958891537
