date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,-58.13203646872104,-18.45564992608968,-39.67638654263136,2.8818726606505782
2018-02-07,-38.99963426060472,-20.428714810482433,-18.57091945012229,2.931907770679491
2018-03-03,-20.898538107345445,-21.483990636037298,0.585452528691853,2.669791258863431
2018-03-15,15.918442996339724,-23.19266623857074,39.111109234910465,2.7610963940786397
2018-04-08,-27.446505700220605,-22.553313207275277,-4.893192492945328,2.791752302005791
2018-04-20,-48.49123684035733,-28.716249108631896,-19.774987731725435,2.694927275504109
2018-06-07,-24.762972137666353,-13.73865328097248,-11.024318856693872,2.8269917919370373
2018-07-01,33.057877810792846,-13.485839537082727,46.54371734787557,2.877411419049557
2018-07-13,25.141109418865764,-12.246971554048313,37.388080972914075,2.8107183123936017
2018-08-06,-46.06445359654222,-9.425082657043847,-36.63937093949838,2.8222504392834127
2018-11-22,-5.085704003443263,-12.036519932667934,6.950815929224671,2.83446424351287
2019-02-14,6.876762766304999,nan,nan,nan
