date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,2.676368646232646,28.600691963243726,-25.92432331701108,2.2619877006656615
2018-02-07,33.8281401916428,29.40170641365017,4.4264337779926315,2.4920076506166096
2018-03-03,10.505822856302096,30.964497330639173,-20.458674474337077,2.2903178679189993
2018-03-15,25.722226393628482,31.303583390326104,-5.581356996697622,2.412902666569878
2018-04-08,22.630838115091155,29.471473734589953,-6.840635619498798,2.2041422948425247
2018-04-20,9.5093391594705,28.86404040705838,-19.35470124758788,2.25358279101098
2018-06-07,56.84167897609376,38.76172503318292,18.07995394291084,2.28602900683769
2018-07-01,82.30859792140626,42.841731683623195,39.466866237783066,2.3750065418333897
2018-07-13,72.49719655421876,45.929987764711726,26.567208789507035,2.290944319632097
2018-08-06,26.373691915546885,49.46016598795766,-23.086474072410773,2.282070875687364
2018-11-22,33.78374135402345,45.267956919651134,-11.484215565627686,2.4076751819676803
2019-02-14,74.37021291164064,50.18029436666328,24.189918544977353,2.5568486263061865
