date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,17.72318391524415,65.86793113190733,-48.14474721666318,3.281085807017881
2018-02-07,49.50130755890734,65.36682883523291,-15.865521276325566,3.481373069825644
2018-03-03,54.40276968998373,73.6645647591303,-19.261795069146572,3.349363107603901
2018-03-15,84.25319964875109,73.324606683444,10.92859296530709,3.3850918415418048
2018-04-08,17.545164709514978,74.4436051501062,-56.898440440591216,3.3466340991607297
2018-04-20,48.80703265656359,74.4433430112381,-25.636310354674507,3.3716406556614014
2018-06-07,87.9470981676313,87.03366033798184,0.9134378296494532,3.301509019149956
2018-07-01,156.75787901073025,88.2048119924122,68.55306701831805,3.5277927698315388
2018-07-13,125.03231341828234,86.7572570821897,38.275056336092646,3.405905283879264
2018-08-06,93.85924314647245,89.24643785619676,4.612805290275688,3.3123234750139505
2018-11-22,107.04290519346125,86.37027484335597,20.67263035010528,3.5172234305181784
2019-02-14,117.16322874217558,95.312004174523,21.85122456765258,3.977593361433241
