date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,-16.613560613544426,5.733047499364465,-22.34660811290889,2.1031876022501343
2018-02-07,-2.429426266446214,2.9936423706564894,-5.423068637102704,2.1668697082601245
2018-03-03,18.717824862704177,2.638749782471813,16.079075080232364,2.058979796248099
2018-03-15,51.351265697839494,-1.1144566609871864,52.46572235882668,2.124735173415348
2018-04-08,15.124618457064528,-0.09094419396960741,15.215562651034135,2.038054042625135
2018-04-20,-15.625009064995321,-0.5896247937634965,-15.035384271231825,2.000514017774717
2018-06-07,-15.936724327272106,10.90756809624671,-26.844292423518816,2.0832909654479423
2018-07-01,46.75782523327477,12.749672570365902,34.00815266290887,2.128057470828875
2018-07-13,42.89735160046227,11.91079599789886,30.986555602563413,2.0949952084842223
2018-08-06,-42.15895333117835,14.962900949554406,-57.12185428073276,2.0977231547578348
2018-11-22,1.1741002576888313,9.78858059407339,-8.614480336384558,2.125154002762441
2019-02-14,2.843030311399769,16.212410605085697,-13.369380293685929,2.280557998998036
