date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,25.04061182368571,48.05024323614594,-23.00963141246023,2.3334557205976796
2018-02-07,52.59035547602946,47.768648819168064,4.821706656861394,2.418429724427677
2018-03-03,58.21321924556071,47.51251368745868,10.70070555810203,2.383005926164862
2018-03-15,81.71938379634196,48.87030477280002,32.84907902354194,2.423269064634566
2018-04-08,35.38607080806071,50.40077175880945,-15.01470095074874,2.329798657301452
2018-04-20,40.65798242915446,51.00514130445087,-10.347158875296415,2.3129018028864343
2018-06-07,nan,62.795178581235945,nan,2.3672806990806605
2018-07-01,nan,62.81813792455074,nan,2.4744086078350533
2018-07-13,nan,64.6432975193909,nan,2.3601357076245133
2018-08-06,nan,68.54341358661482,nan,2.4038305045216433
2018-11-22,nan,59.15406225168668,nan,2.4711558710656876
2019-02-14,nan,64.07226541393575,nan,2.6513839367333776
