date,insar_los_mm,gnss_los_mm,residual_mm,gnss_los_sigma_mm
2018-01-02,5.863271796066812,54.106886382473476,-48.243614586406665,2.1346516305958985
2018-02-07,28.10804311768139,53.290701966844786,-25.182658849163396,2.2426485711054207
2018-03-03,36.21893721490361,54.91048023039381,-18.691543015490197,2.187058463897293
2018-03-15,67.00873637533113,53.71353301759884,13.295203357732284,2.233768342245987
2018-04-08,18.241540567768197,54.179421809002314,-35.937881241234116,2.1734308341812434
2018-04-20,22.617422186691805,54.83299323089203,-32.215571044200225,2.184019931960527
2018-06-07,74.47479431168163,63.49052560598918,10.984268705692458,2.1946943013777607
2018-07-01,123.20653860107983,69.05611258327245,54.150426017807376,2.2195924093963177
2018-07-13,100.0236696435603,71.39262626630101,28.63104337725929,2.2001777847167783
2018-08-06,60.56825582520092,70.40366425614334,-9.835408430942422,2.1711108458346735
2018-11-22,86.31138269440258,67.95986808743967,18.35151460696291,2.2562162751583146
2019-02-14,113.42994634644116,68.73572524445837,44.69422110198279,2.401842580904602
